472,7855,15467,7140
473,11946,178,16588
474,9491,7339,12005
475,577,6716,12236
476,10364,2291,3330
477,187,5405,6898
478,5601,5346,6454
479,14501,4119,662
480,7907,7188,11144
481,2235,12199,12948
482,3131,5820,6045
483,16676,16931,7537
484,9617,3428,12013
485,16728,11207,4868
486,17548,13010,14783
487,15906,3646,7500
488,12802,6915,15432
489,13637,11309,1812
490,14195,10661,13856
491,12843,12397,13743
492,16541,4691,2937
493,5069,5397,15755
494,16752,8777,14772
495,3774,5441,9481
496,994,4267,2559
497,8780,9869,2682
498,3820,12138,8323
499,9274,9516,7181
500,14799,13959,16993
501,15375,5235,2745
502,5613,6374,12865
503,9570,12890,13036
504,10302,7626,2739
505,9761,16553,3355
506,9980,8559,14417
507,3502,5454,669
508,4149,9410,7839
509,10250,14030,15252
510,4384,7754,16615
511,4601,15120,4581
512,6602,9615,2552
513,12050,12039,9564
514,3735,9329,4272
515,15214,3327,4654
516,12843,13743,12397
517,734,10930,7639
518,2745,15375,2779
519,13012,2542,8327
520,5896,7100,8319
521,17564,16467,5706
522,12754,2555,4971
523,17036,9460,3146
524,4559,16381,7054
525,15830,10311,8775
526,4672,9338,2158
527,9594,10404,3224
528,9701,15645,15637
529,2935,6840,5106
530,343,229,2773
531,6678,15944,2891
532,9149,15734,11619
533,15863,13019,16257
534,13839,12820,11713
535,3776,14680,6505
536,13551,15419,4506
537,164,17065,6637
538,13023,12696,8118
539,5819,15097,2510
540,13109,18,14462
541,11057,12970,6038
542,16249,6309,16134
543,16835,9248,10579
544,10782,3617,9000
545,14725,7406,11585
546,17219,11149,12755
547,4680,11069,16540
548,451,5927,8088
549,15280,16067,10560
550,10981,6930,4492
551,8846,4700,774
552,15304,14376,15711
553,14536,14822,3678
554,2410,14520,17360
555,2506,5082,8883
556,4688,11285,15583
557,5097,16308,1257
558,2874,6655,14863
559,13335,253,15389
560,9242,6276,11554
561,14095,6786,4770
562,11199,7757,619
563,12735,15146,7530
564,3396,16130,9541
565,1639,5020,7362
566,14409,8831,13948
567,11707,7218,13770
568,2657,1112,15257
569,13961,5761,16407
570,15670,9332,517
571,14883,1690,13309
572,5818,12585,108
573,5034,9907,2940
574,3778,7178,1154
575,15538,11817,17549
576,13553,10499,16366
577,10560,16067,15280
578,4647,5338,8307
579,10620,16638,9951
580,2628,7707,16056
581,14857,9465,12173
582,14934,14340,9359
583,113,6408,15607
584,1969,3487,124
585,4674,5242,11945
586,3986,14396,16684
587,13173,4876,17578
588,13882,16726,13247
589,3205,14308,6981
590,16614,14109,5437
591,8061,6526,6957
592,13719,6604,801
593,9275,15610,546
594,15314,2860,3639
595,11116,3253,11479
596,6531,13114,540
597,15772,2564,13287
598,10813,14523,1088
599,1350,3599,5880
600,16111,13791,11056
601,10415,4920,6663
602,2423,4419,2316
603,12562,17150,10102
604,14181,3063,8734
605,8573,13518,17415
606,14832,2190,14
607,9046,13018,10607
608,14598,9317,2097
609,12367,7421,3937
610,7126,4229,17356
611,12914,8241,252
612,5454,3502,5909
613,14331,9130,15430
614,9854,13269,15845
615,12612,13931,7184
616,15659,6964,1142
617,4635,1921,409
618,1200,6359,9552
619,2204,17170,6114
620,16776,8881,6271
621,17394,2382,4169
622,7523,11563,14087
623,15306,14798,9156
624,15116,9554,12389
625,14048,6249,3299
626,13424,1385,11743
627,3331,9721,758
628,5339,1606,1303
629,17403,2995,9190
630,5370,1376,8298
631,12109,8341,12350
632,16175,8301,3022
633,8200,16173,13021
634,5222,12347,6882
635,11955,15034,13574
636,6816,9062,13976
637,3986,3983,2549
638,4093,16254,2310
639,936,516,1074
640,11340,9751,2036
641,15799,5805,4234
642,6995,8259,11043
643,13180,6662,731
644,14304,8487,11053
645,6487,12118,11336
646,9609,7724,5748
647,2570,14682,951
648,3154,14841,10985
649,11769,760,8519
650,4619,8147,9386
651,17048,7805,7436
652,7848,7518,11772
653,6180,12828,9099
654,2706,16783,10988
655,2703,7084,10663
656,4557,4603,9626
657,2583,15243,15981
658,2467,2772,17346
659,1367,4041,11599
660,9193,4036,8811
661,7290,6574,3805
662,16567,11880,16922
663,2037,6391,310
664,13833,3422,3446
665,17374,1270,13349
666,8039,12418,5424
667,14195,14220,7434
668,825,16442,12469
669,5104,8458,14950
670,15949,8524,41
671,1403,1137,11739
672,12771,8859,13316
673,11475,16797,12789
674,16244,805,2179
675,11379,14319,16477
676,12936,6076,3270
677,15178,10031,13689
678,17109,13875,4644
679,9769,2400,8694
680,7920,15213,13683
681,5454,2623,3502
682,14909,14247,7767
683,9285,2698,14925
684,15099,15625,14509
685,4739,2276,11636
686,14594,6388,2531
687,3410,10596,1443
688,14911,4208,8404
689,16849,10188,11422
690,330,3093,16328
691,11862,3352,6328
692,2049,14874,15633
693,10805,4673,15021
694,15916,1981,14554
695,482,17335,5362
696,11130,13986,16137
697,17388,6683,1806
698,3502,5454,7897
699,2893,12579,6027
700,2779,2745,5235
701,817,8510,8590
702,5022,14848,9661
703,10450,11581,12144
704,47,9030,7228
705,482,17335,11883
706,1638,222,5374
707,6762,1711,13038
708,4528,4889,9678
709,9237,7433,14407
710,15209,7415,15740
711,2027,748,5028
712,12933,4767,14239
713,16541,1410,4691
714,2132,5136,2768
715,4652,1030,9224
716,2708,16603,17327
717,3985,16230,12919
718,11506,7172,11482
719,8949,4168,14047
720,2855,6461,3206
721,12207,16214,3790
722,12976,10810,6972
723,13840,6676,7671
724,4875,17343,16287
725,1145,1549,9477
726,11517,16809,6371
727,8534,658,1336
728,11473,15022,7299
729,3028,7001,3199
730,11534,14788,350
731,16298,4484,6962
732,7306,11668,203
733,15319,16579,12736
734,7200,7375,5471
735,2587,4960,12404
736,6817,15183,4483
737,7652,10278,11854
738,7221,6774,9599
739,2122,12679,5768
740,7324,3132,11670
741,3394,2543,11930
742,3050,1099,16348
743,573,16730,6353
744,7108,12593,4190
745,6473,4430,2729
746,15738,15077,2742
747,14870,17209,6384
748,12024,5859,770
749,17015,14751,8854
750,15116,9554,5267
751,10833,2856,3309
752,16096,1811,1888
753,8798,7146,12453
754,10391,8165,14015
755,11630,8435,16536
756,5821,8203,14807
757,6514,6789,1096
758,1214,8841,14467
759,11275,3815,1580
760,13712,11641,13532
761,10112,965,13148
762,14557,5411,10346
763,3826,10573,13241
764,15866,4724,16377
765,920,9418,14255
766,15577,12599,8992
767,15128,168,4221
768,1654,17565,17510
769,14392,12529,8870
770,15403,8889,12470
771,12884,11912,6658
772,14677,11588,349
773,372,993,3742
774,12687,11525,5519
775,10359,9831,8513
776,2967,12099,7853
777,9846,6090,15631
778,9692,15639,3699
779,9980,8559,17256
780,16379,2943,875
781,9402,14138,17121
782,13033,16119,13389
783,12281,1768,12905
784,776,9582,15895
785,10688,15884,6466
786,15378,4762,16707
787,16481,16413,4295
788,5242,7844,4674
789,12423,7355,14217
790,7114,15726,13915
791,5939,9707,10918
792,9669,105,12387
793,2483,14136,7498
794,15650,8465,6317
795,568,6576,10650
796,10686,9089,8953
797,11727,10402,4896
798,9420,13937,16150
799,12945,8526,9666
800,8425,16342,10297
801,15554,13567,8977
802,14557,5411,2020
803,8780,9869,2193
804,5148,15076,3912
805,13055,2927,2961
806,8127,12455,561
807,2615,16552,10191
808,14487,15082,7551
809,16505,15836,11597
810,3133,11284,12576
811,15764,830,6913
812,15601,10336,12935
813,16739,12191,5952
814,9555,11973,12551
815,3556,10827,15558
816,1746,14343,12524
817,15676,12225,12178
818,10709,16035,7888
819,11454,6470,3656
820,2735,319,4359
821,9237,7433,12674
822,2155,10030,15597
823,3084,11777,11695
824,13437,1223,5557
825,2410,14520,17360
826,7975,2010,9513
827,15052,2724,17372
828,17403,7841,8287
829,13156,14964,8254
830,4163,17342,3519
831,5638,3244,13394
832,597,701,15700
833,3703,12229,172
834,11191,927,5791
835,8949,14047,4168
836,14475,2245,12254
837,6986,1350,10608
838,360,5201,5696
839,10613,12738,11216
840,5407,9502,9689
841,12324,2671,3913
842,3469,8321,711
843,14475,12917,8197
844,5992,5460,12678
845,11061,10220,3989
846,8878,11899,13721
847,14624,10710,11418
848,6225,1793,6151
849,12692,5584,12222
850,12023,6265,10622
851,27,3936,3840
852,15811,15564,4118
853,17021,9486,2038
854,13850,10706,6355
855,4390,12683,4421
856,2156,4881,7539
857,7604,12949,2289
858,6967,5758,2340
859,13808,3647,10574
860,693,5007,3315
861,9606,4403,7789
862,7134,460,3882
863,5596,16425,3384
864,16481,16413,1747
865,7315,14146,13282
866,2905,5656,16821
867,16924,16913,106
868,11407,1735,11079
869,14736,15032,7106
870,16617,9780,9311
871,8177,5404,15417
872,14064,7547,4028
873,7089,13608,256
874,2155,6614,15597
875,17313,16818,4274
876,4714,13085,3906
877,6191,10941,4733
878,14294,9225,6926
879,13840,1237,4145
880,9405,15915,10427
881,7315,14341,4135
882,10697,6631,5605
883,8672,9848,13832
884,13942,3996,13844
885,16541,4691,2937
886,4580,3713,16176
887,15504,15026,12336
888,1270,17374,8850
889,4244,11402,16479
890,1705,4237,9511
891,1120,2865,2226
892,3603,15775,4907
893,16983,7622,17182
894,1430,14455,7763
895,9509,13804,10876
896,1933,1949,2758
897,14089,1845,5724
898,339,6496,6490
899,1481,7963,14368
900,6794,11927,1777
901,12450,8472,3102
902,8462,12532,8806
903,15987,5352,16457
904,15983,14676,8256
905,13891,17289,3859
906,1840,605,13914
907,16887,17282,4734
908,15586,10428,12473
909,4744,14032,304
910,4573,7162,3374
911,7789,3502,1328
912,6879,10990,1055
913,2653,595,16387
914,3364,15321,7885
915,16306,15696,7396
916,11562,8660,4076
917,5867,16997,7750
918,1879,2810,6153
919,15219,10667,2282
920,11920,5056,3317
921,3645,11372,765
922,4894,3490,8349
923,2133,17115,12393
924,9021,5196,13888
925,13338,5161,2074
926,11984,7318,1797
927,14886,15770,7642
928,11257,10037,15431
929,3986,16684,2549
930,3600,17418,12141
931,5947,10274,9131
932,2974,1155,14928
933,8723,2829,7916
934,16293,7782,13843
935,7783,11575,1362
936,4647,5338,8307
937,5606,7036,2381
938,2256,9012,10893
939,13450,9164,1136
940,2986,4587,12081
941,12707,529,6325
942,10496,17155,122
943,3082,16573,10591
944,7310,10167,15129
945,1629,17275,16172
946,6605,17477,17397
947,16927,11392,4006
948,6919,642,3195
949,14616,6488,3285
950,10882,547,10058
951,13732,6372,16313
952,12932,1450,10084
953,4210,10001,16888
954,4557,9626,10199
955,2538,4453,13739
956,9969,11786,8693
957,2628,16056,8259
958,4557,13968,10199
959,2240,12264,5090
960,14473,8012,14512
961,6915,14050,14490
962,7051,7525,14488
963,9296,3879,7991
964,4073,7364,7834
965,14058,6801,5131
966,11340,2036,5503
967,1205,11210,7368
968,10967,10072,5450
969,15981,2583,15243
970,6276,11554,12693
971,11074,623,1721
972,10041,6557,13904
973,5390,15030,2472
974,519,4415,7373
975,6986,10883,5880
976,17078,11016,10839
977,16182,15239,6722
978,15789,16307,17284
979,1376,13232,3323
980,15543,9717,1727
981,907,15714,13175
982,9247,3962,4428
983,16893,3783,2460
984,3056,10163,8014
985,2056,9063,5585
986,1719,10583,7331
987,17539,14698,9475
988,791,5744,13085
989,14927,5638,16340
990,15613,819,15481
991,12211,4763,9984
992,2784,15273,7800
993,14195,13856,10661
994,9307,5505,8745
995,13433,17322,3070
996,7011,17298,7252
997,5003,9934,6836
998,11960,12718,4834
999,14042,2775,4335
